URN,EstablishmentName,TelephoneNum,HeadFirstName,HeadLastName,type,group,OpenDate,phase,gender,NumberOfPupils,PercentageFSM,trusts,Ofsted,Town,Postcode,region,phase2,region2,numpupils_quintile,fsm_quintile,All
118785,Dartford Science & Technology College,01322224309,Anne,Davis,Foundation school,LA maintained schools,,Secondary,Girls,712,10.9,,Good,Dartford,DA1 2LY,South East,Secondary,Non-London,4,1,All
133289,Bishop Challoner Boys' School,02077919500,Richard,Fitzgerald,Voluntary aided school,LA maintained schools,01-09-2001,Secondary,Boys,577,29.7,,Good,London,E1 0LB,London,Secondary,London,4,3,All
142710,John Flamsteed Community School,01332880260,Lisa,Walton,Academy converter,Academies,01-04-2016,Secondary,Mixed,586,9.4,EAST MIDLANDS EDUCATION TRUST,,Ripley,DE5 8NP,East Midlands,Secondary,Non-London,4,5,All
142059,"The Hewett Academy, Norwich",01603628181,Rebecca,Handley Kirk,Academy sponsor led,Academies,01-09-2015,Secondary,Mixed,491,31.1,INSPIRATION TRUST,Good,Norwich,NR1 2PL,East of England,Secondary,Non-London,4,4,All
142725,Selston High School,01773810321,Paul,Halcro,Academy converter,Academies,01-04-2016,Secondary,Mixed,729,12.8,THE TWO COUNTIES TRUST,,Nottingham,NG16 6BW,East Midlands,Secondary,Non-London,4,2,All
136102,The Co-Operative Academy of Stoke-On-Trent,01782882300,Nick,Lowry,Academy sponsor led,Academies,01-09-2010,Secondary,Mixed,774,23.1,THE CO-OPERATIVE ACADEMIES TRUST,Good,Stoke-on-Trent,ST6 4LD,West Midlands,Secondary,Non-London,4,3,All
139121,St Richard Reynolds Catholic High School,02083254630,Richard,Burke,Voluntary aided school,LA maintained schools,01-09-2013,Secondary,Mixed,592,6.3,,Outstanding,London,TW1 4LT,London,Secondary,London,4,5,All
116504,Applemore College,02380848804,Roland,Marsh,Foundation school,LA maintained schools,,Secondary,Mixed,669,17.3,,Good,Southampton,SO45 4RQ,South East,Secondary,Non-London,4,2,All
104703,King David High School,01512351420,Michael,Sutton,Voluntary aided school,LA maintained schools,,Secondary,Mixed,656,2.8,,Outstanding,Liverpool,L15 6UZ,North West,Secondary,Non-London,4,3,All
136203,The Quest Academy,02086578935,Andy,Crofts,Academy sponsor led,Academies,01-09-2010,Secondary,Mixed,686,25.6,THE COLLEGIATE TRUST,Good,South Croydon,CR2 8HD,London,Secondary,London,4,3,All
106375,Sale High School,01619732713,Jayne,O'Grady,Foundation school,LA maintained schools,,Secondary,Mixed,627,17.4,,Good,Sale,M33 3JR,North West,Secondary,Non-London,4,2,All
138097,Cedar Mount Academy,01612487009,Phil,Mellen,Academy sponsor led,Academies,01-08-2012,Secondary,Mixed,689,26,BRIGHT FUTURES EDUCATIONAL TRUST,Requires improvement,Gorton,M18 7DT,North West,Secondary,Non-London,4,3,All
113512,South Molton Community College,01769572129,Andrew,Finney,Foundation school,LA maintained schools,,Secondary,Mixed,606,11.6,South Molton Co-operative Learning Trust,Good,South Molton,EX36 4LA,South West,Secondary,Non-London,4,1,All
141210,The Archbishop Lanfranc Academy,02086891255,Michael,Del Rio,Academy sponsor led,Academies,01-09-2014,Secondary,Mixed,490,24.5,THE ARCHBISHOP LANFRANC ACADEMY - COLOMA TRUST,Good,Croydon,CR9 3AS,London,Secondary,London,4,3,All
119804,"Mount Carmel Roman Catholic High School, Hyndburn",01254233458,Xavier,Bowers,Voluntary aided school,LA maintained schools,,Secondary,Mixed,745,24.2,,Requires improvement,Accrington,BB5 0LU,North West,Secondary,Non-London,4,3,All
137632,Etonbury Academy,01462730391,Alex,Prior,Academy converter,Academies,01-11-2011,Middle deemed secondary,Mixed,762,5.1,BEDFORDSHIRE SCHOOLS TRUST LIMITED,Requires improvement,Arlesey,SG15 6XS,East of England,Secondary,Non-London,4,4,All
139076,Manor Croft Academy,01924325230,Andrew,Barnett,Academy sponsor led,Academies,01-09-2013,Secondary,Mixed,597,33.1,DELTA ACADEMIES TRUST,Good,Dewsbury,WF12 7DW,Yorkshire and the Humber,Secondary,Non-London,4,4,All
116442,Frogmore Community College,01252408444,Christopher,Vaudin,Community school,LA maintained schools,,Secondary,Mixed,612,5.1,,Good,Yateley,GU46 6AG,South East,Secondary,Non-London,4,4,All
135965,Ark Charter Academy,02392824204,Mark,Masters,Academy sponsor led,Academies,01-09-2009,Secondary,Mixed,611,27.9,ARK SCHOOLS,Good,Southsea,PO5 4HL,South East,Secondary,Non-London,4,3,All
140212,Kensington Aldridge Academy,02073135800,David,Benson,Academy sponsor led,Academies,01-09-2014,Secondary,Mixed,639,26.7,KENSINGTON ALDRIDGE ACADEMY,Outstanding,London,W10 6EX,London,Secondary,London,4,3,All
104959,Savio Salesian College,01515213088,Anthony,Costello,Voluntary aided school,LA maintained schools,,Secondary,Mixed,493,35.9,,Special Measures,Bootle,L30 2NA,North West,Secondary,Non-London,4,4,All
108521,Gosforth East Middle School,01912855445,Tim,Stout,Foundation school,LA maintained schools,,Middle deemed secondary,Mixed,486,8.8,Gosforth Schools' Trust,Good,Newcastle-upon-Tyne,NE3 5JT,North East,Secondary,Non-London,4,5,All
116952,Weobley High School,01544318159,Dean,Williams,Community school,LA maintained schools,,Secondary,Mixed,500,7.4,,Good,Hereford,HR4 8ST,West Midlands,Secondary,Non-London,4,5,All
132268,Kings International College,01276683539,Joanne,Luhman,Foundation school,LA maintained schools,31-08-2001,Secondary,Mixed,556,9.5,,Good,Camberley,GU15 2PQ,South East,Secondary,Non-London,4,5,All
121665,Ryedale School,01439771665,Mark,McCandless,Community school,LA maintained schools,,Secondary,Mixed,619,5.7,,Outstanding,York,YO62 7SL,Yorkshire and the Humber,Secondary,Non-London,4,4,All
137112,South Nottinghamshire Academy,01159110091,D,Philpotts,Academy sponsor led,Academies,01-09-2011,Secondary,Mixed,545,11.3,REDHILL ACADEMY TRUST,Good,Nottingham,NG12 2FQ,East Midlands,Secondary,Non-London,4,1,All
138662,Eaton Bank Academy,01260273000,Ed,O'Neill,Academy converter,Academies,01-09-2012,Secondary,Mixed,684,8.9,EATON BANK ACADEMY,Good,Congleton,CW12 1NT,North West,Secondary,Non-London,4,5,All
137783,Lowton Church of England High School,01942767040,J,Pollard,Foundation school,LA maintained schools,01-01-2012,Secondary,Mixed,564,11.2,,Requires improvement,Warrington,WA3 1DU,North West,Secondary,Non-London,4,1,All
141325,The Crestwood School,01384686850,Caroline,Sutton,Academy sponsor led,Academies,01-03-2015,Secondary,Mixed,707,24.2,INVICTUS EDUCATION TRUST,Good,Dudley,DY6 8QG,West Midlands,Secondary,Non-London,4,3,All
141581,The Banovallum School,01507522232,Grant,Edgar,Academy converter,Academies,01-12-2014,Secondary,Mixed,589,12.6,THE BANOVALLUM SCHOOL ACADEMY TRUST,Good,Horncastle,LN9 6DA,East Midlands,Secondary,Non-London,4,2,All
116992,St Mary's RC High School,01432850416,Stuart,Wetson,Voluntary aided school,LA maintained schools,,Secondary,Mixed,752,3.3,,Good,Hereford,HR1 4DR,West Midlands,Secondary,Non-London,4,4,All
106962,Saint Pius X Catholic High School A Specialist School in Humanities,01709767900,Sue,Smith,Voluntary aided school,LA maintained schools,,Secondary,Mixed,644,12,,Good,Rotherham,S63 7PQ,Yorkshire and the Humber,Secondary,Non-London,4,2,All
104827,Haydock High School,01744678833,Cameron,Sheeran,Community school,LA maintained schools,,Secondary,Mixed,688,16,,Requires improvement,St Helens,WA11 0JG,North West,Secondary,Non-London,4,2,All
126458,The Stonehenge School,01980623407,Nigel,Roper,Community school,LA maintained schools,,Secondary,Mixed,638,7.2,,Good,Salisbury,SP4 7ND,South West,Secondary,Non-London,4,5,All
137080,Stanchester Academy,01935823200,Amy,Joynes,Academy converter,Academies,01-08-2011,Secondary,Mixed,529,10.2,STANCHESTER COMMUNITY SCHOOL ACADEMY,Good,Stoke-sub-Hamdon,TA14 6UG,South West,Secondary,Non-London,4,1,All
136135,Kearsley Academy,01204332555,Jo,Nolan,Academy sponsor led,Academies,01-09-2010,Secondary,Mixed,558,24,NORTHERN EDUCATION TRUST,Good,Bolton,BL4 8HY,North West,Secondary,Non-London,4,3,All
124409,Nether Stowe School,01543263446,Glyn,Langston-Jones,Community school,LA maintained schools,,Secondary,Mixed,624,13.8,,Requires improvement,Lichfield,WS13 7NB,West Midlands,Secondary,Non-London,4,2,All
106266,Mossley Hollins High School,01457832491,Stuart,Marshall,Community school,LA maintained schools,,Secondary,Mixed,784,12.6,,Outstanding,Ashton-under-Lyne,OL5 9DP,North West,Secondary,Non-London,5,2,All
104688,Holly Lodge Girls' College,01512283772,Andrew,Keen,Community school,LA maintained schools,,Secondary,Girls,786,39.5,,Requires improvement,Liverpool,L12 7LE,North West,Secondary,Non-London,5,4,All
135934,Parkwood E-Act Academy,01142310221,Victoria,Simcock,Academy sponsor led,Academies,01-09-2009,Secondary,Mixed,839,40.8,E-ACT,Good,Sheffield,S5 8UL,Yorkshire and the Humber,Secondary,Non-London,5,4,All
137994,Convent of Jesus and Mary Language College,02089652986,Louise,McGowan,Academy converter,Academies,01-04-2012,Secondary,Girls,983,13.4,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,Good,London,NW10 4EP,London,Secondary,London,5,2,All
136438,Pakefield School,01502530750,Anthony,Walker,Foundation school,LA maintained schools,05-09-2011,Secondary,Mixed,890,15.1,,Requires improvement,Lowestoft,NR33 7AQ,East of England,Secondary,Non-London,5,2,All
143413,Erdington Academy,01213731080,Mark,Rhatigan,Academy sponsor led,Academies,01-09-2016,Secondary,Mixed,835,39.3,FAIRFAX MULTI ACADEMY TRUST,,Birmingham,B24 8RE,West Midlands,Secondary,Non-London,5,4,All
104706,Notre Dame Catholic College,01512351600,Frances,Harrison,Voluntary aided school,LA maintained schools,,Secondary,Mixed,917,33.5,,Good,Liverpool,L5 5AF,North West,Secondary,Non-London,5,4,All
111748,High Tunstall College of Science,01429261446,Mark,Tilling,Foundation school,LA maintained schools,,Secondary,Mixed,982,15,,Good,Hartlepool,TS26 0LQ,North East,Secondary,Non-London,5,2,All
116932,The De Montfort School,01386442060,Guy,Nichols,Community school,LA maintained schools,,Secondary,Mixed,940,12,,Requires improvement,Evesham,WR11 1DQ,West Midlands,Secondary,Non-London,5,2,All
139282,John Smeaton Academy,01138313900,Claire,Bailey,Academy sponsor led,Academies,01-01-2014,Secondary,Mixed,897,23.1,UNITED LEARNING TRUST,Requires improvement,Leeds,LS15 8TA,Yorkshire and the Humber,Secondary,Non-London,5,3,All
121671,Lady Lumley's School,01751472846,Richard,Bramley,Community school,LA maintained schools,,Secondary,Mixed,874,5.2,,Good,Pickering,YO18 8NG,Yorkshire and the Humber,Secondary,Non-London,5,4,All
136639,Kingsmead Academy,01984623483,Mark,Williams,Academy converter,Academies,01-04-2011,Secondary,Mixed,834,5.2,KINGSMEAD ACADEMY,Good,Taunton,TA4 2NE,South West,Secondary,Non-London,5,4,All
136773,Queen Mary's Grammar School,01922720696,Richard,Langton,Academy converter,Academies,01-06-2011,Secondary,Boys,937,3.9,THE MERCIAN TRUST,,Walsall,WS1 2PG,West Midlands,Secondary,Non-London,5,4,All
136824,St Peter's CofE Academy,01782882500,Michael,Astley,Academy sponsor led,Academies,01-09-2011,Secondary,Mixed,960,18.8,WOODARD ACADEMIES TRUST,Requires improvement,Stoke-on-Trent,ST4 2RR,West Midlands,Secondary,Non-London,5,3,All
138960,Sacred Heart Catholic School,02072746844,Serge E,Cefai,Academy converter,Academies,01-11-2012,Secondary,Mixed,833,14.6,SACRED HEART CATHOLIC SCHOOL,Outstanding,London,SE5 0RP,London,Secondary,London,5,2,All
137097,Farmor's School,01285712302,Matthew,Evans,Academy converter,Academies,01-08-2011,Secondary,Mixed,914,2.5,FARMOR'S SCHOOL,Requires improvement,Fairford,GL7 4JQ,South West,Secondary,Non-London,5,3,All
137446,Haberdashers' Adams,01952953810,Gary,Hickey,Academy converter,Academies,01-09-2011,Secondary,Boys,888,0.5,HABERDASHERS' ADAMS' FEDERATION TRUST,Outstanding,Newport,TF10 7BD,West Midlands,Secondary,Non-London,5,1,All
136482,Hockerill Anglo-European College,01279658451,Richard,Markham,Academy converter,Academies,01-02-2011,Secondary,Mixed,848,1.2,HOCKERILL COLLEGE ACADEMY TRUST,,Bishop's Stortford,CM23 5HX,East of England,Secondary,Non-London,5,1,All
100625,Lilian Baylis Technology School,02070919500,Gary,Phillips,Community school,LA maintained schools,,Secondary,Mixed,822,26.1,,Outstanding,London,SE11 5QY,London,Secondary,London,5,3,All
138627,Groby Community College,01162879921,Robert,Coles,Academy converter,Academies,01-09-2012,Secondary,Mixed,877,5.1,BROOKVALE GROBY LEARNING TRUST,Good,Leicester,LE6 0GE,East Midlands,Secondary,Non-London,5,4,All
114592,Willingdon Community School,01323485254,Emily,Beer,Community school,LA maintained schools,,Secondary,Mixed,995,8.2,,Good,Eastbourne,BN20 9QX,South East,Secondary,Non-London,5,5,All
136184,The Winsford Academy,01606592300,Amanda,Harrison,Academy sponsor led,Academies,01-09-2010,Secondary,Mixed,859,22.9,THE FALLIBROOME TRUST,Good,Winsford,CW7 2BT,North West,Secondary,Non-London,5,3,All
138350,Ivanhoe College Ashby-De-La-Zouch,01530412756,Anne-Marie,Blewitt,Academy converter,Academies,01-07-2012,Secondary,Mixed,968,8.3,IVANHOE COLLEGE,Good,Ashby-de-la-Zouch,LE65 1HX,East Midlands,Secondary,Non-London,5,5,All
136803,John Masefield High School,01531631012,Andrew,Evans,Academy converter,Academies,01-06-2011,Secondary,Mixed,842,6.6,JOHN MASEFIELD HIGH SCHOOL AND SIXTH FORM CENTRE,Good,Ledbury,HR8 2HF,West Midlands,Secondary,Non-London,5,5,All
139138,Aldersley High School,01902556868,N,Davis,Academy converter,Academies,01-01-2013,Secondary,Mixed,810,23,AMETHYST ACADEMIES TRUST,Good,Wolverhampton,WV8 1RT,West Midlands,Secondary,Non-London,5,3,All
113550,St Luke's Science and Sports College,01392204600,David,Holt,Voluntary controlled school,LA maintained schools,,Secondary,Mixed,948,16.6,,Good,Exeter,EX1 3RD,South West,Secondary,Non-London,5,2,All
111456,Cardinal Newman Catholic High School,01925635556,Joanne,Langstaff,Voluntary aided school,LA maintained schools,,Secondary,Mixed,777,10.9,,Good,Warrington,WA4 1RX,North West,Secondary,Non-London,5,1,All
136753,Ryde Academy,01983567331,Joy,Ballard,Academy sponsor led,Academies,01-09-2011,Secondary,Mixed,970,15.3,ACADEMIES ENTERPRISE TRUST,Good,Ryde,PO33 3LN,South East,Secondary,Non-London,5,2,All
105839,Matthew Moss High School,01706632910,Mark,Moorhouse,Community school,LA maintained schools,,Secondary,Mixed,778,25,,Good,Rochdale,OL11 3LU,North West,Secondary,Non-London,5,3,All
125271,Ash Manor School,01252353900,Agnes,Bailey,Community school,LA maintained schools,,Secondary,Mixed,937,12,,Good,Ash,GU12 6QH,South East,Secondary,Non-London,5,2,All
137277,Dixons Kings Academy,01274449706,Neil,Miley,Free schools,Free Schools,01-09-2011,Secondary,Mixed,818,21.4,DIXONS ACADEMIES CHARITABLE TRUST LTD,Outstanding,Bradford,BD7 2AN,Yorkshire and the Humber,Secondary,Non-London,5,3,All
143946,Hornchurch High School,01708691441,Valerie,Masson,Academy converter,Academies,01-12-2016,Secondary,Mixed,806,13.7,PARTNERSHIP LEARNING,,Hornchurch,RM12 4AJ,London,Secondary,London,5,2,All
103497,Queensbridge School,01214645566,Helen,Reeves,Foundation school,LA maintained schools,,Secondary,Mixed,792,19,,Outstanding,Birmingham,B13 8QB,West Midlands,Secondary,Non-London,5,3,All
135816,Harris Boys' Academy East Dulwich,02082995300,Christopher,Everitt,Academy sponsor led,Academies,01-09-2009,Secondary,Boys,785,19.4,HARRIS FEDERATION,Outstanding,London,SE22 0AT,London,Secondary,London,5,3,All
139995,Oasis Academy Lister Park,01274362050,Ian,Simpson,Academy sponsor led,Academies,01-09-2013,Secondary,Mixed,934,28.6,OASIS COMMUNITY LEARNING,Requires improvement,Bradford,BD8 7ND,Yorkshire and the Humber,Secondary,Non-London,5,3,All
138787,Childwall Sports & Science Academy,01517221561,James,Kerfoot,Academy sponsor led,Academies,01-09-2012,Secondary,Mixed,818,32.3,LYDIATE LEARNING TRUST,Requires improvement,Liverpool,L15 6XZ,North West,Secondary,Non-London,5,4,All
137115,Lutterworth High School,01455552710,Julian,Kirby,Academy converter,Academies,01-08-2011,Secondary,Mixed,864,2.7,LUTTERWORTH HIGH SCHOOL ACADEMY TRUST,Outstanding,Lutterworth,LE17 4QH,East Midlands,Secondary,Non-London,5,3,All
135770,Essa Academy,01204333222,Martin,Knowles,Academy sponsor led,Academies,05-01-2009,Secondary,Mixed,864,28.5,ESSA FOUNDATION ACADEMIES TRUST,Requires improvement,Bolton,BL3 3HH,North West,Secondary,Non-London,5,3,All
116405,John Hanson Community School,01264352546,Russell,Stevens,Community school,LA maintained schools,,Secondary,Mixed,847,5.9,,Requires improvement,Andover,SP10 3PB,South East,Secondary,Non-London,5,4,All
